Filename,Mode,Original_Score,Best_Score,Improvement_Abs,Best_Iter,Stop_Reason
NORM-TCGA-AVTIVNMI.tif,minimize,0.450279,0.005137,0.445142,1,Target_Reached
NORM-TCGA-FCNHDNDM.tif,minimize,0.624691,0.004438,0.620252,1,Target_Reached
NORM-TCGA-TCRLHSWQ.tif,minimize,0.441747,0.086685,0.355062,2,Degradation
NORM-TCGA-DSAWIMQT.tif,minimize,0.672865,0.019419,0.653446,1,Target_Reached
NORM-TCGA-VDLDHHSM.tif,minimize,0.471440,0.003568,0.467871,1,Target_Reached
NORM-TCGA-EPRTYEDG.tif,minimize,0.675026,0.003559,0.671467,1,Target_Reached
NORM-TCGA-KTFTMSYW.tif,minimize,0.347405,0.002978,0.344427,1,Target_Reached
NORM-TCGA-VHKTSASC.tif,minimize,0.289229,0.003184,0.286045,1,Target_Reached
NORM-TCGA-VVRIGNTG.tif,minimize,0.144347,0.007203,0.137144,1,Target_Reached
NORM-TCGA-PDFAYVIR.tif,minimize,0.419218,0.013589,0.405629,1,Target_Reached
NORM-TCGA-GPCPRINL.tif,minimize,0.466046,0.002746,0.463299,1,Target_Reached
NORM-TCGA-NHDYAFRM.tif,minimize,0.357851,0.002334,0.355517,1,Target_Reached
NORM-TCGA-HWKKLNDE.tif,minimize,0.589953,0.007837,0.582116,1,Target_Reached
NORM-TCGA-HCEVIQYE.tif,minimize,0.480336,0.013159,0.467178,3,Target_Reached
NORM-TCGA-IIPPDLDS.tif,minimize,0.768760,0.005759,0.763001,2,Target_Reached
NORM-TCGA-FTNRGNIQ.tif,minimize,0.489598,0.004008,0.485590,1,Target_Reached
NORM-TCGA-VLATNHGQ.tif,minimize,0.079449,0.003384,0.076065,1,Target_Reached
NORM-TCGA-EPIQVVLF.tif,minimize,0.309143,0.006507,0.302635,1,Target_Reached
NORM-TCGA-VPNDMVWS.tif,minimize,0.564948,0.011859,0.553090,1,Target_Reached
NORM-TCGA-NLQAYGYE.tif,minimize,0.523410,0.010801,0.512609,1,Target_Reached
NORM-TCGA-VPNRRGAV.tif,minimize,0.276503,0.003399,0.273104,1,Target_Reached
NORM-TCGA-MLGQYCPE.tif,minimize,0.695425,0.003132,0.692293,1,Target_Reached
NORM-TCGA-LSVWRAYH.tif,minimize,0.452239,0.002159,0.450080,1,Target_Reached
NORM-TCGA-CPAEGKQM.tif,minimize,0.268756,0.016277,0.252479,1,Target_Reached
NORM-TCGA-YHMADASE.tif,minimize,0.379613,0.003700,0.375913,1,Target_Reached
NORM-TCGA-SYPGAQDW.tif,minimize,0.653836,0.008842,0.644995,1,Target_Reached
NORM-TCGA-NGKVAQAC.tif,minimize,0.580236,0.002519,0.577716,1,Target_Reached
NORM-TCGA-HMQIAMED.tif,minimize,0.436803,0.002951,0.433852,2,Target_Reached
NORM-TCGA-MFTQEGDT.tif,minimize,0.440077,0.002022,0.438055,1,Target_Reached
NORM-TCGA-INTLNRAV.tif,maximize,0.533264,0.980619,0.447355,4,Target_Reached
NORM-TCGA-RDISAVSS.tif,minimize,0.365129,0.002303,0.362826,1,Target_Reached
NORM-TCGA-DVFFLAIH.tif,minimize,0.581197,0.284235,0.296963,1,Degradation
NORM-TCGA-RGYQIWFK.tif,minimize,0.531570,0.003655,0.527915,1,Target_Reached
NORM-TCGA-YYSTDNNA.tif,minimize,0.018333,0.003866,0.014467,1,Target_Reached
NORM-TCGA-DCLKLSKM.tif,minimize,0.561311,0.004448,0.556863,1,Target_Reached
NORM-TCGA-KWEGTLMD.tif,minimize,0.631106,0.012088,0.619019,1,Target_Reached
NORM-TCGA-KAIDMTMH.tif,minimize,0.395689,0.003405,0.392284,1,Target_Reached
NORM-TCGA-QHPIERRF.tif,minimize,0.544764,0.012457,0.532308,1,Target_Reached
NORM-TCGA-VMPPFTLG.tif,minimize,0.537841,0.006165,0.531677,1,Target_Reached
NORM-TCGA-CYNATHFP.tif,minimize,0.633671,0.549967,0.083704,1,Degradation
NORM-TCGA-IVEAWTWM.tif,minimize,0.080032,0.002724,0.077308,1,Target_Reached
NORM-TCGA-AYQYFWIQ.tif,minimize,0.621709,0.003930,0.617780,1,Target_Reached
NORM-TCGA-WDEPMRVD.tif,minimize,0.512147,0.011215,0.500932,1,Target_Reached
NORM-TCGA-TPSKISNA.tif,minimize,0.431136,0.002208,0.428928,1,Target_Reached
NORM-TCGA-TLNALVHC.tif,maximize,0.126853,0.187085,0.060232,1,Degradation
NORM-TCGA-QGTAFAGS.tif,minimize,0.123480,0.002948,0.120533,1,Target_Reached
NORM-TCGA-YLVCMEHK.tif,minimize,0.638032,0.002806,0.635226,1,Target_Reached
NORM-TCGA-KCTPNNIM.tif,minimize,0.172717,0.001033,0.171684,1,Target_Reached
NORM-TCGA-WMYNRTAG.tif,minimize,0.014713,0.001343,0.013370,1,Target_Reached
NORM-TCGA-FSHCAITY.tif,minimize,0.399167,0.003415,0.395752,1,Target_Reached
NORM-TCGA-LRCCQHVG.tif,minimize,0.369575,0.005486,0.364089,1,Target_Reached
NORM-TCGA-CNADAPTD.tif,minimize,0.648907,0.240625,0.408283,2,Degradation
NORM-TCGA-ECCLYGMY.tif,minimize,0.684781,0.003297,0.681483,1,Target_Reached
NORM-TCGA-VLGCQLEG.tif,minimize,0.075739,0.002512,0.073228,1,Target_Reached
NORM-TCGA-EMSMAYCE.tif,minimize,0.351492,0.004776,0.346717,1,Target_Reached
NORM-TCGA-RRVYDMPW.tif,minimize,0.174234,0.002489,0.171745,1,Target_Reached
NORM-TCGA-MCNLKKCC.tif,minimize,0.295865,0.005430,0.290435,1,Target_Reached
NORM-TCGA-AVTILPFC.tif,minimize,0.482422,0.002453,0.479969,1,Target_Reached
NORM-TCGA-RFHRWLFC.tif,minimize,0.258743,0.014489,0.244255,2,Target_Reached
NORM-TCGA-RTYDMKNA.tif,minimize,0.226635,0.001671,0.224964,1,Target_Reached
NORM-TCGA-ILSWVTFW.tif,minimize,0.439264,0.002747,0.436516,1,Target_Reached
NORM-TCGA-CCTIVVGY.tif,minimize,0.380246,0.000596,0.379649,1,Target_Reached
NORM-TCGA-FLYIEMCP.tif,minimize,0.120382,0.004095,0.116287,1,Target_Reached
NORM-TCGA-ALKAHTVQ.tif,minimize,0.748832,0.002053,0.746779,2,Target_Reached
NORM-TCGA-VKWFAFMM.tif,maximize,0.535490,0.965891,0.430401,5,Batch_Converged
NORM-TCGA-VQSMPDPQ.tif,minimize,0.644205,0.003647,0.640558,1,Target_Reached
NORM-TCGA-QGCLRWYY.tif,minimize,0.314894,0.000369,0.314526,1,Target_Reached
NORM-TCGA-VIYIPPQR.tif,minimize,0.013761,0.001094,0.012667,1,Target_Reached
NORM-TCGA-YGVFISFR.tif,minimize,0.372298,0.004208,0.368090,1,Target_Reached
NORM-TCGA-TTDHGVFF.tif,minimize,0.501392,0.002614,0.498778,1,Target_Reached
NORM-TCGA-THMYYSPI.tif,minimize,0.581109,0.004322,0.576787,1,Target_Reached
NORM-TCGA-TMNWQNLG.tif,minimize,0.458743,0.001961,0.456782,1,Target_Reached
NORM-TCGA-ITHQYQDD.tif,minimize,0.509742,0.001698,0.508044,1,Target_Reached
NORM-TCGA-IVQLWCDA.tif,minimize,0.517405,0.002449,0.514956,2,Target_Reached
NORM-TCGA-NFTILGLK.tif,minimize,0.364998,0.002838,0.362160,1,Target_Reached
NORM-TCGA-EQRNLKDF.tif,maximize,0.719738,0.970547,0.250809,4,Batch_Converged
NORM-TCGA-ENFNPLDK.tif,minimize,0.100104,0.004568,0.095536,1,Target_Reached
NORM-TCGA-FMEGERCA.tif,minimize,0.147994,0.002897,0.145096,1,Target_Reached
NORM-TCGA-QFFGAQIW.tif,minimize,0.156086,0.004321,0.151765,1,Target_Reached
NORM-TCGA-ADFIIYIC.tif,minimize,0.311566,0.011315,0.300250,1,Target_Reached
NORM-TCGA-VAMQSQQN.tif,minimize,0.129201,0.004021,0.125180,1,Target_Reached
NORM-TCGA-GRFDLHQE.tif,minimize,0.623932,0.004401,0.619531,2,Target_Reached
NORM-TCGA-LDIYHRFR.tif,minimize,0.265651,0.026246,0.239406,1,Degradation
NORM-TCGA-SPCTTQGM.tif,minimize,0.616989,0.001826,0.615163,1,Target_Reached
NORM-TCGA-DKPQPDLD.tif,minimize,0.661827,0.004557,0.657270,2,Target_Reached
NORM-TCGA-QGGSCSNQ.tif,minimize,0.428668,0.001801,0.426867,1,Target_Reached
NORM-TCGA-DKWQWCHH.tif,minimize,0.279302,0.009568,0.269734,1,Target_Reached
NORM-TCGA-VNIVCERL.tif,minimize,0.074340,0.006657,0.067682,1,Target_Reached
NORM-TCGA-VADLRMLT.tif,minimize,0.065436,0.003093,0.062343,1,Target_Reached
NORM-TCGA-TTENPDTV.tif,minimize,0.519418,0.002074,0.517344,2,Target_Reached
NORM-TCGA-EDHMLMKI.tif,minimize,0.530274,0.002223,0.528052,1,Target_Reached
NORM-TCGA-WAYADWSW.tif,minimize,0.204774,0.001575,0.203199,1,Target_Reached
NORM-TCGA-YAGPPAWW.tif,minimize,0.356118,0.004327,0.351791,1,Target_Reached
NORM-TCGA-VFQIELMY.tif,minimize,0.516286,0.001102,0.515183,1,Target_Reached
NORM-TCGA-RQGAGQGW.tif,minimize,0.341632,0.009974,0.331657,1,Target_Reached
NORM-TCGA-HLYDKRMP.tif,minimize,0.032865,0.001710,0.031154,1,Target_Reached
NORM-TCGA-MTMFQRLS.tif,minimize,0.117544,0.003546,0.113998,1,Target_Reached
NORM-TCGA-YEMFNYRE.tif,minimize,0.273551,0.007981,0.265570,1,Target_Reached
NORM-TCGA-GIKNTAMP.tif,minimize,0.273239,0.004097,0.269141,1,Target_Reached
NORM-TCGA-EKAAQTLQ.tif,minimize,0.114542,0.003354,0.111189,1,Target_Reached
NORM-TCGA-VSTCTWIM.tif,minimize,0.331309,0.005027,0.326282,1,Target_Reached
NORM-TCGA-RCIKYCFL.tif,maximize,0.789771,0.981716,0.191945,5,Target_Reached
NORM-TCGA-VQHGQDIN.tif,minimize,0.592090,0.006056,0.586034,1,Target_Reached
NORM-TCGA-HWGAQNYL.tif,minimize,0.035793,0.004118,0.031675,1,Target_Reached
NORM-TCGA-DISCCMHC.tif,minimize,0.250059,0.002024,0.248035,1,Target_Reached
NORM-TCGA-PYQKIVKQ.tif,minimize,0.587448,0.001581,0.585867,2,Target_Reached
NORM-TCGA-DDSPNSTL.tif,minimize,0.199328,0.001966,0.197362,1,Target_Reached
NORM-TCGA-VHRFFFWW.tif,maximize,0.662421,0.966475,0.304054,4,Batch_Converged
NORM-TCGA-SNWKCPVF.tif,minimize,0.543845,0.002927,0.540918,1,Target_Reached
NORM-TCGA-FNDLIGMF.tif,minimize,0.476476,0.004193,0.472282,1,Target_Reached
NORM-TCGA-MTNFDNLH.tif,minimize,0.507447,0.002526,0.504921,2,Target_Reached
NORM-TCGA-KQWNYYND.tif,minimize,0.584258,0.088403,0.495855,1,Degradation
NORM-TCGA-KNAGGHFG.tif,maximize,0.563749,0.976367,0.412618,5,Batch_Converged
NORM-TCGA-VPSFLQAY.tif,minimize,0.356697,0.007010,0.349687,1,Target_Reached
NORM-TCGA-AFFFQQST.tif,minimize,0.565677,0.003292,0.562385,1,Target_Reached
NORM-TCGA-LMPPVEGP.tif,minimize,0.664019,0.009779,0.654239,1,Target_Reached
NORM-TCGA-YIPCIKWV.tif,minimize,0.560900,0.001754,0.559146,2,Target_Reached
NORM-TCGA-ANQQGNFL.tif,minimize,0.211280,0.002229,0.209051,1,Target_Reached
NORM-TCGA-MLCARNIG.tif,minimize,0.422187,0.008134,0.414053,1,Target_Reached
NORM-TCGA-APSNTVTS.tif,minimize,0.367472,0.002836,0.364636,1,Target_Reached
NORM-TCGA-SGQNEVSP.tif,minimize,0.275488,0.012957,0.262531,1,Target_Reached
NORM-TCGA-PTTRTWDS.tif,minimize,0.377496,0.003440,0.374056,1,Target_Reached
NORM-TCGA-PRKVILQK.tif,minimize,0.243546,0.003418,0.240128,1,Target_Reached
NORM-TCGA-HAPSHCCS.tif,minimize,0.517129,0.017800,0.499329,1,Target_Reached
NORM-TCGA-MVGIYFGS.tif,minimize,0.218682,0.003970,0.214712,1,Target_Reached
NORM-TCGA-LHILTFVS.tif,minimize,0.359549,0.007906,0.351643,1,Target_Reached
NORM-TCGA-VWCHCSYL.tif,minimize,0.649619,0.515512,0.134107,1,Degradation
NORM-TCGA-LPGVYGMG.tif,minimize,0.655903,0.002126,0.653777,1,Target_Reached
NORM-TCGA-HSYLGQQK.tif,minimize,0.024210,0.005212,0.018999,1,Target_Reached
NORM-TCGA-FHHLETKC.tif,minimize,0.589607,0.006120,0.583487,2,Target_Reached
NORM-TCGA-SMIMCHEG.tif,minimize,0.403524,0.013214,0.390311,1,Target_Reached
NORM-TCGA-AFDFLMWV.tif,minimize,0.269399,0.001299,0.268100,1,Target_Reached
NORM-TCGA-LRWLKIPG.tif,minimize,0.109223,0.002370,0.106853,1,Target_Reached
NORM-TCGA-IAALKSKT.tif,minimize,0.234983,0.001924,0.233060,1,Target_Reached
NORM-TCGA-QIISIWKY.tif,minimize,0.487199,0.155738,0.331462,1,Degradation
NORM-TCGA-MGKTWGKR.tif,minimize,0.253756,0.003349,0.250407,1,Target_Reached
NORM-TCGA-RFNQWDNP.tif,minimize,0.184013,0.005846,0.178168,1,Target_Reached
NORM-TCGA-ACEQSEEM.tif,minimize,0.152373,0.002636,0.149736,1,Target_Reached
NORM-TCGA-IEQFKFSE.tif,minimize,0.202391,0.004418,0.197974,1,Target_Reached
NORM-TCGA-HHSLLGMC.tif,minimize,0.215950,0.002401,0.213549,1,Target_Reached
NORM-TCGA-VKECGIRG.tif,minimize,0.003706,0.001913,0.001793,1,Target_Reached
NORM-TCGA-IFDKGCKL.tif,minimize,0.430729,0.003243,0.427486,1,Target_Reached
NORM-TCGA-KVFDAFDK.tif,minimize,0.568738,0.001678,0.567060,1,Target_Reached
NORM-TCGA-VKTFQNWI.tif,minimize,0.275661,0.002841,0.272820,1,Target_Reached
NORM-TCGA-FPLQHQMG.tif,minimize,0.326143,0.003414,0.322729,1,Target_Reached
NORM-TCGA-RRMWHHLF.tif,minimize,0.695724,0.097057,0.598667,1,Degradation
NORM-TCGA-CDVHCNYC.tif,minimize,0.193830,0.007052,0.186778,2,Target_Reached
NORM-TCGA-VAHAEWWH.tif,minimize,0.194197,0.005243,0.188954,1,Target_Reached
NORM-TCGA-VDGTVFVI.tif,minimize,0.610685,0.005806,0.604879,1,Target_Reached
NORM-TCGA-WFPLHDHR.tif,minimize,0.156129,0.003800,0.152329,1,Target_Reached
NORM-TCGA-CAPTDINK.tif,minimize,0.576609,0.009024,0.567586,1,Target_Reached
NORM-TCGA-MTGLDTNN.tif,minimize,0.157639,0.001369,0.156270,1,Target_Reached
NORM-TCGA-SCMCVCQF.tif,minimize,0.226485,0.005106,0.221379,1,Target_Reached
NORM-TCGA-THHWYKNM.tif,minimize,0.320229,0.002540,0.317690,1,Target_Reached
NORM-TCGA-IFLYASQS.tif,minimize,0.270694,0.002425,0.268268,1,Target_Reached
NORM-TCGA-MWTEIGMV.tif,minimize,0.415080,0.006509,0.408571,1,Target_Reached
NORM-TCGA-IASVLCRS.tif,minimize,0.513850,0.002302,0.511548,1,Target_Reached
NORM-TCGA-KRKYDFVY.tif,minimize,0.231850,0.001899,0.229951,1,Target_Reached
NORM-TCGA-FAPFFDLV.tif,minimize,0.575864,0.045918,0.529946,1,Degradation
NORM-TCGA-SVGKLQSR.tif,minimize,0.497820,0.001652,0.496168,1,Target_Reached
NORM-TCGA-VFENVLFL.tif,minimize,0.290808,0.007019,0.283789,1,Target_Reached
NORM-TCGA-RPMRNKHP.tif,minimize,0.537594,0.005744,0.531850,1,Target_Reached
NORM-TCGA-FIECTQGS.tif,minimize,0.494158,0.004172,0.489986,1,Target_Reached
NORM-TCGA-AYEHVRAV.tif,minimize,0.513003,0.005762,0.507241,1,Target_Reached
NORM-TCGA-AYHIHFEL.tif,minimize,0.138854,0.006305,0.132549,1,Target_Reached
NORM-TCGA-EVQCFGWS.tif,minimize,0.478022,0.001200,0.476823,2,Target_Reached
NORM-TCGA-EFLGSPTD.tif,maximize,0.747764,0.975323,0.227559,6,Batch_Converged
NORM-TCGA-QFWYTAWR.tif,minimize,0.627533,0.283847,0.343686,1,Degradation
NORM-TCGA-KWFAVSFP.tif,minimize,0.593495,0.005201,0.588294,1,Target_Reached
NORM-TCGA-ICAGCHVP.tif,minimize,0.585556,0.008651,0.576905,1,Target_Reached
NORM-TCGA-RMCSYEDH.tif,minimize,0.471669,0.001575,0.470094,1,Target_Reached
NORM-TCGA-WAMGVYEF.tif,minimize,0.001747,0.001529,0.000218,1,Target_Reached
NORM-TCGA-FEHYTHEC.tif,minimize,0.572631,0.012474,0.560157,1,Target_Reached
NORM-TCGA-HHVWDHHE.tif,minimize,0.135273,0.005087,0.130186,1,Target_Reached
NORM-TCGA-IMFTAKEI.tif,maximize,0.000117,0.004514,0.004397,2,Batch_Converged
NORM-TCGA-RKWTKATV.tif,minimize,0.071979,0.002557,0.069423,1,Target_Reached
NORM-TCGA-EHHHHANK.tif,minimize,0.393976,0.003243,0.390733,1,Target_Reached
NORM-TCGA-TWIMSACM.tif,minimize,0.571288,0.025478,0.545810,2,Degradation
NORM-TCGA-DCAIHQPV.tif,minimize,0.381494,0.007079,0.374416,1,Target_Reached
NORM-TCGA-MCDNYNYN.tif,minimize,0.071588,0.003628,0.067960,1,Target_Reached
NORM-TCGA-SIKTFGLQ.tif,minimize,0.327923,0.003653,0.324269,1,Target_Reached
NORM-TCGA-YWQQDGLC.tif,minimize,0.183009,0.005160,0.177848,1,Target_Reached
NORM-TCGA-DPFCYYLD.tif,minimize,0.246011,0.004449,0.241562,1,Target_Reached
NORM-TCGA-KTKYKEMM.tif,minimize,0.404525,0.008105,0.396420,2,Target_Reached
NORM-TCGA-WEDRWVDD.tif,minimize,0.525369,0.005197,0.520173,1,Target_Reached
NORM-TCGA-WHVTAEPF.tif,minimize,0.020248,0.002015,0.018233,1,Target_Reached
NORM-TCGA-SNACPGQH.tif,minimize,0.532651,0.004165,0.528486,1,Target_Reached
NORM-TCGA-SRTLAPLI.tif,minimize,0.720272,0.006520,0.713752,1,Target_Reached
NORM-TCGA-HIKNLHRW.tif,minimize,0.386318,0.004725,0.381593,1,Target_Reached
NORM-TCGA-IYNGNPCH.tif,minimize,0.446897,0.002714,0.444182,1,Target_Reached
NORM-TCGA-KHITGYPC.tif,minimize,0.592689,0.003585,0.589104,1,Target_Reached
NORM-TCGA-AWSKVKLW.tif,minimize,0.524622,0.018389,0.506233,1,Target_Reached
NORM-TCGA-GVWCIWTI.tif,minimize,0.420220,0.003048,0.417173,1,Target_Reached
NORM-TCGA-RAEHPCTA.tif,minimize,0.331906,0.002381,0.329525,1,Target_Reached
NORM-TCGA-LLNGHIGA.tif,minimize,0.641816,0.002042,0.639774,1,Target_Reached
NORM-TCGA-TAMFRNDG.tif,minimize,0.186309,0.003260,0.183049,1,Target_Reached
NORM-TCGA-ILLDCGSI.tif,minimize,0.083373,0.001520,0.081853,1,Target_Reached
NORM-TCGA-CINHWAPR.tif,minimize,0.135987,0.001290,0.134697,1,Target_Reached
NORM-TCGA-RDFLFFEW.tif,minimize,0.688938,0.007286,0.681652,1,Target_Reached
NORM-TCGA-SASFQSMC.tif,minimize,0.354846,0.005300,0.349546,1,Target_Reached
NORM-TCGA-PKRYMWQY.tif,minimize,0.551039,0.001506,0.549533,2,Target_Reached
NORM-TCGA-RRSYYDEP.tif,minimize,0.489698,0.000771,0.488927,1,Target_Reached
NORM-TCGA-RVTAFEMT.tif,minimize,0.629350,0.011968,0.617382,1,Target_Reached
NORM-TCGA-WYIDEITL.tif,minimize,0.564798,0.004237,0.560561,1,Target_Reached
NORM-TCGA-YLDDYCFM.tif,maximize,0.152116,0.299818,0.147702,1,Degradation
NORM-TCGA-ILPTAFNS.tif,minimize,0.031537,0.006420,0.025118,1,Target_Reached
NORM-TCGA-APMDKPAV.tif,minimize,0.176515,0.001520,0.174995,1,Target_Reached
NORM-TCGA-PRSKTKWI.tif,minimize,0.095020,0.002086,0.092934,1,Target_Reached
NORM-TCGA-LAYVPDWC.tif,minimize,0.510162,0.010142,0.500020,1,Target_Reached
NORM-TCGA-GKKQILGP.tif,minimize,0.303007,0.005579,0.297428,2,Target_Reached
NORM-TCGA-VVYQFARI.tif,minimize,0.621952,0.004082,0.617871,1,Target_Reached
NORM-TCGA-RHFGAVPN.tif,minimize,0.378109,0.002444,0.375665,1,Target_Reached
NORM-TCGA-IFGYWNTQ.tif,minimize,0.725503,0.005019,0.720485,1,Target_Reached
NORM-TCGA-WRLFADVK.tif,minimize,0.332576,0.004368,0.328208,1,Target_Reached
NORM-TCGA-LHLVNVHK.tif,minimize,0.539849,0.009340,0.530508,1,Target_Reached
NORM-TCGA-TLGYEQWM.tif,minimize,0.529379,0.007277,0.522102,1,Target_Reached
NORM-TCGA-IHMPKWAH.tif,minimize,0.463060,0.001786,0.461274,2,Target_Reached
NORM-TCGA-EPCRPYCE.tif,minimize,0.515360,0.002697,0.512663,1,Target_Reached
NORM-TCGA-IHWHDCQV.tif,minimize,0.094063,0.000603,0.093460,1,Target_Reached
NORM-TCGA-YEYWRVSQ.tif,minimize,0.722714,0.006280,0.716434,2,Target_Reached
NORM-TCGA-YSVKIFTH.tif,minimize,0.212116,0.008747,0.203368,1,Target_Reached
NORM-TCGA-RSLFPTMH.tif,minimize,0.258797,0.007177,0.251620,1,Target_Reached
NORM-TCGA-FDGQTLTP.tif,minimize,0.609822,0.006656,0.603165,1,Target_Reached
NORM-TCGA-NQYTEDTC.tif,minimize,0.101357,0.002654,0.098703,1,Target_Reached
NORM-TCGA-MPYIRALS.tif,minimize,0.229911,0.003487,0.226423,1,Target_Reached
NORM-TCGA-PADNMLEN.tif,minimize,0.256914,0.003098,0.253815,1,Target_Reached
NORM-TCGA-RPIGNEPA.tif,minimize,0.787803,0.004007,0.783796,2,Target_Reached
NORM-TCGA-EMPMQRWF.tif,minimize,0.285962,0.001928,0.284034,1,Target_Reached
NORM-TCGA-PWCQDKSW.tif,minimize,0.059083,0.000853,0.058230,1,Target_Reached
NORM-TCGA-SYYNDHNE.tif,minimize,0.559464,0.006202,0.553262,1,Target_Reached
NORM-TCGA-VTEVSHMC.tif,minimize,0.326510,0.003525,0.322986,1,Target_Reached
NORM-TCGA-ATHNNRAW.tif,minimize,0.316959,0.005033,0.311926,1,Target_Reached
NORM-TCGA-NQLMFELP.tif,minimize,0.319324,0.003338,0.315986,1,Target_Reached
NORM-TCGA-MMPNTLAG.tif,minimize,0.652321,0.082082,0.570238,1,Degradation
NORM-TCGA-NYDRTMAP.tif,minimize,0.406127,0.002833,0.403294,1,Target_Reached
NORM-TCGA-KQHIMMSD.tif,minimize,0.189737,0.001891,0.187846,1,Target_Reached
NORM-TCGA-SHSVDVAI.tif,minimize,0.525722,0.006752,0.518970,1,Target_Reached
NORM-TCGA-KSKPIPII.tif,minimize,0.421602,0.004665,0.416937,1,Target_Reached
NORM-TCGA-CDWMTSLF.tif,minimize,0.617190,0.002631,0.614559,1,Target_Reached
NORM-TCGA-VSWVYDPA.tif,minimize,0.159997,0.002232,0.157765,1,Target_Reached
NORM-TCGA-SNCTYKRM.tif,minimize,0.556440,0.012983,0.543458,1,Target_Reached
NORM-TCGA-RMTFPKAL.tif,minimize,0.358419,0.002563,0.355856,1,Target_Reached
NORM-TCGA-PWEYWCVN.tif,minimize,0.543850,0.006614,0.537236,1,Target_Reached
NORM-TCGA-ETWAIPMI.tif,minimize,0.110437,0.006102,0.104336,1,Target_Reached
NORM-TCGA-VPFNAQEF.tif,minimize,0.286222,0.002338,0.283885,1,Target_Reached
NORM-TCGA-RNSTSQGD.tif,minimize,0.356341,0.003776,0.352565,1,Target_Reached
NORM-TCGA-MAHGKYHK.tif,minimize,0.254284,0.001446,0.252838,1,Target_Reached
NORM-TCGA-SVWRKKEF.tif,minimize,0.247279,0.003690,0.243588,1,Target_Reached
NORM-TCGA-DANQQQPC.tif,minimize,0.541436,0.002391,0.539045,1,Target_Reached
NORM-TCGA-KHIVLMTC.tif,minimize,0.360541,0.002089,0.358452,1,Target_Reached
NORM-TCGA-DKPPYVIM.tif,minimize,0.142648,0.002475,0.140173,1,Target_Reached
NORM-TCGA-PLCYFQRH.tif,minimize,0.639417,0.012019,0.627398,2,Target_Reached
NORM-TCGA-KFQFHIDC.tif,maximize,0.643561,0.972563,0.329002,3,Batch_Converged
NORM-TCGA-KTPPHLQW.tif,minimize,0.744748,0.003438,0.741310,2,Target_Reached
NORM-TCGA-QMEHGENA.tif,minimize,0.276413,0.005392,0.271021,1,Target_Reached
NORM-TCGA-EALMCESC.tif,minimize,0.648650,0.005392,0.643257,1,Target_Reached
NORM-TCGA-RLWRLRYC.tif,minimize,0.481804,0.005942,0.475862,1,Target_Reached
NORM-TCGA-YLYQFIKH.tif,minimize,0.601625,0.004112,0.597513,1,Target_Reached
NORM-TCGA-IWIPAIFY.tif,minimize,0.485310,0.002171,0.483139,1,Target_Reached
NORM-TCGA-ICPSVQMS.tif,minimize,0.575899,0.002700,0.573199,1,Target_Reached
NORM-TCGA-SQENCKWF.tif,minimize,0.173561,0.004209,0.169352,1,Target_Reached
NORM-TCGA-VGCSSNRT.tif,minimize,0.605845,0.002514,0.603331,1,Target_Reached
NORM-TCGA-VLWDVQFY.tif,minimize,0.403479,0.007155,0.396324,1,Target_Reached
NORM-TCGA-GSCKCHVA.tif,minimize,0.109472,0.003003,0.106470,1,Target_Reached
NORM-TCGA-TKDVFSCR.tif,minimize,0.481965,0.004862,0.477104,1,Target_Reached
NORM-TCGA-YVWSDRYY.tif,minimize,0.275597,0.001629,0.273968,1,Target_Reached
NORM-TCGA-WRTLFWHW.tif,minimize,0.185528,0.002283,0.183244,1,Target_Reached
NORM-TCGA-CFEKYEID.tif,minimize,0.554625,0.003991,0.550634,1,Target_Reached
NORM-TCGA-QNPACMAF.tif,minimize,0.015722,0.002496,0.013226,1,Target_Reached
NORM-TCGA-VSSSYHFY.tif,minimize,0.475225,0.004488,0.470736,1,Target_Reached
NORM-TCGA-VPWPSRVM.tif,minimize,0.176601,0.002196,0.174406,1,Target_Reached
NORM-TCGA-GEAKLCDE.tif,minimize,0.634694,0.003783,0.630911,1,Target_Reached
NORM-TCGA-IMRRNPIP.tif,minimize,0.592675,0.004051,0.588624,1,Target_Reached
NORM-TCGA-PDWLTWYF.tif,minimize,0.007207,0.001335,0.005872,1,Target_Reached
NORM-TCGA-IGYYVFRT.tif,minimize,0.650413,0.006925,0.643487,1,Target_Reached
NORM-TCGA-GYAQMFHW.tif,minimize,0.234665,0.002345,0.232320,1,Target_Reached
NORM-TCGA-MNESQSTY.tif,minimize,0.340047,0.002117,0.337930,1,Target_Reached
NORM-TCGA-DGQAIPMA.tif,minimize,0.523491,0.005481,0.518010,2,Target_Reached
NORM-TCGA-MITWHQPS.tif,minimize,0.380914,0.001844,0.379070,1,Target_Reached
NORM-TCGA-WICNQQHT.tif,minimize,0.550465,0.009459,0.541006,1,Target_Reached
NORM-TCGA-HCQPDESP.tif,minimize,0.075563,0.000678,0.074885,1,Target_Reached
NORM-TCGA-EKLATPRS.tif,minimize,0.385365,0.002521,0.382844,1,Target_Reached
NORM-TCGA-ASMSDTKG.tif,minimize,0.246774,0.008317,0.238457,1,Target_Reached
NORM-TCGA-VKTYSQYG.tif,minimize,0.326459,0.003895,0.322564,1,Target_Reached
NORM-TCGA-QQAYIDAW.tif,minimize,0.270552,0.001797,0.268754,2,Target_Reached
NORM-TCGA-QCNVCCYT.tif,minimize,0.249195,0.002780,0.246415,1,Target_Reached
